path,validation_result,failed_rule_count
https://courts.ca.gov/sites/default/files/courts/default/2024-08/ab1058_grantmanual.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/lr-2022-online-infraction-adjudication-and-ability-to-pay-determinations_2022.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/policiesproceduresandtips.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/pdr-rfa-attachment-d.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/pretrial-risk-assessment-tool-validation_june-2021_finalposted.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/ubps-2022-final.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/cfcc_jcfinfobrief.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/ab1058-2019-flf-program-tools-handout4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/2018-jc-bail.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/cfcc_brief_educ.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/lr-2020-online-traffic-adjudication-ability-to-pay-ba2018.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/cfcc_brief_substance.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/cfcc_brief_healthcare.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/pretrial_pilot_program_leg_report_january_2021.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/access-to-visitation-grant-program-report-to-the-legislature-march-2018.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/cfcc_brief_mentalhealthcare.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/2017-jc-bail.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-08/ab1058-implicit-bias-handout1.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/tuolumne_audit_report_final_8-09-12.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb25-4n-01.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/jc-20121026-info5.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/itac-dr2c_roadmap.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-madera-20150219.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2022-jc-judicial-branch-courthouse-construction-status-update-2020-21-gov-70371_8.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/alameda-audit-report-final-4-26-2013.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-kings-20160624.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/tcfwg-20130219-cap-expenditures.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2022-online-infraction-adjudication-and-ability-to-pay-determinations_2022.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2022-jc-state-tc-imf-modernization-fund-21-22-gov-77209i.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-nevada-20150219.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/receipts-expenditures-from-local-courthouse-const-fund.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2022-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/jc-20121214-itemp.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb25-2c-02.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-semi-annual-jbcl-contract-report-jan-2020-jun-2020.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/vendorpricinglist.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-yolo-20160226.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/final-audit-report-santa-clara-2011-2012-06-05.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-monterey-20131213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2018-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/eldoradoaudit1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-jc-demographic-data-justices-judges-gender-gov12011_5_n.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/20101214item15.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/102309itemg.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/tcbac-20240418-rande-materials.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-marin-20140729.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-court-innovations-grant-program-ba-2016.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-mendocino-20140822.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/del-norte-superior-court-audit-report_10-16-2012.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-ca_community_corrections_performance_incentives_act-pc_1232.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-jc-receipts-expenditures-local-courthouse-construction-gov-70403d.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/20110722item3.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb24-5a-5.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-san-bernardino-20151211.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-humboldt-20160826.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2dca-04.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-lake-20150122.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/specialfunds-allocationrollover-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-jc-status-update-jb-courthouse-construction-2019-20-gov-70371_8.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2021-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-yuba-20140425.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-kern-20170728.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-standards-and-measures-promoting-fair-and-efficient-administration-of-justice_gov-77001.5.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-trial-court-interpreters-program-expenditure-report-fy-19-20.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-fresno-20170119.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/allocationsecurity-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/final-audit-report-mariposa-2012-06-05.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/fmu-final-combined-audit-report-4-26-2013.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2017-jc-receipts-expenditures-local-courthouse-construction.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2015-statewidecollections.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2019-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2012-demographic-report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/vri-guidelines.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-jc-receipts-expenditures-local-courthouse-construction-gov-70403.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-online-traffic-adjudication-ability-to-pay-ba2018.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-orange-20130823.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-court-innovations-grant-program-report-to-legislature.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-pretrial-pilot-program-ba-2019.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2015-demographic-report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2023-standards-measures-promote-fair-efficient-admin-justice-gov-77001.5.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-tulare-20160226.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2023-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2022-jc-receipts-expenditures-local-courthouse-construction-gov-70403.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/sanjoaquinaudit1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb25-2b-01.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2016-demographic-report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/santa-barbara-audit-report-7-25-2013.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/napaaudit1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-tc-interpreters-program-expenditure-fy-2018-19-ba2018.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/san-diego-audit-report-12-13-2011-final.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb25-2n-02.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-jc-ca-community-corrections-performance-incentives-act-pen1232.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/final-audit-report-riverside-superior-court-2-28-2012.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2023-jc-receipts-expenditures-local-courthouse-construction-gov-70403.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2017-demographic-report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2020-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2019-jc-demographic-data-justices-judges-gender-gov-12011_5_n.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/cfwg-121312.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-state-trial-court-electronic-filing-and-document-service-accessibility-compliance-civil-procedure-10106h5a.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2020-standards-measures-promote-fair-efficient-administration-of-justice-nov1.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-criminal-dispositions-by-race-ethnicity-1170_45.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-sutter-20140627-w_redact.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2014-demographic-report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2021-criminal-dispositions-by-race-ethnicity_pc1170_45.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/jc-20150626-item4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2024-jo-demographic-data-gov-12011.5n.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/audit-report-merced-20180328.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb25-3j-01.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/lr-2023-tctf-exp-fund-bal-2022-23-68502_5b-77202_5b.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/btb25-2d-01.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2013-demographic-report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/collections-report-to-legislature-fy-2011-2012.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/annual_jbcl_contract_rpt_july2020-june2021.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/stanislaus-final-audit-report_10_16_2012.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/2024-jo-demographic-data.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-12/cycguide_appendix-c_sbrycyouthvolunteerapplication.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/fw015infos.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/fw001s.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/dv505infov.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/jv817.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/app022.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/ea300v.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/cr168.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/gv716.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/tr200k.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/ea115infos.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/ch716k.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/dv110k.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/dv165v.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/fl830s.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/fl684c.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/ea315v.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/ch165s.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/cr415.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/fl105a.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/wv200s.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/dv840t.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/dv250c.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/fl676s.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/pldc520.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-11/adr105.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/amador-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sacramento-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/glenn-sch1-1415.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sonoma-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/imperial-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/yoloqfs3fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/marin-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sonoma-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/glenn-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/yuba-ror-fy1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alameda-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alameda-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/nevada-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/butte-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/fresno-qfs4fy0910a.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/del-norte-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/yuba-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20150626-iteml.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/madera-ror-fy1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alameda-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20130823-itemf.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alpine-ror-fy1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/mono-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/glenn-sch1-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/santa-barbara-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/7a-1516-fresno.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/contra-costa-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/siskiyou-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/contra-costac07ror3.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/santa-cruz-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc_governance_policies.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alameda-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sb_36_pretrial_pilot_program_aggregated_data_report.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/nevada-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/stanislaus-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/orange-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/shasta-7a-1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sacramento-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/hr-staffing-metrics-2324-12.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/tuolumne-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/san-mateo-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/yolo-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/fresno-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/lassen-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/amador-ror-fy1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/kern-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alpine-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/calaveras-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/merced-24-sch1-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/lassen-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/marin-21-sch1-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/riverside-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/alpine-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/itemf.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sonoma-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/lassen-qfs4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/santa-cruz-ror-fy1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/shasta-ror-fy1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/san-mateo-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/placer-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/mendocino-ror-q4-fy1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20140729-itemg.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/madera-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/glenn-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sonoma-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sierra-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/mono-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sutter-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/shasta-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/stanislaus-ror-q4-fy1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/humboldt-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/tehama-7a-1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/mono-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20150626-itemn.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/fresno-7a-1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20150417-info2.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/lake-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/el-dorado-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/los-angeles-ror4.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/yolo-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/modoc-sch1-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/san-joaquin-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/butte-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/lpa_intervisionsystemsllc_ma-201807_amendment3.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/yuba-qfs4fy0910.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/inyo-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/el-dorado-09-sch1-1011l.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/san-francisco-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/inyo-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/sanbernardino-7a-1112.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/modoc-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/del-norte-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/fresno-10-sch1-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20150122-info2.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/amador-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/solano-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/kern-7a-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/amador-03-sch1-1011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/santa-barbara-ror4-2011.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/calaveras-sch1-1314.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/7a-hcrc-1516.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/jc-20141028-info3.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/amador-7a-1213.pdf,Error,0
https://courts.ca.gov/sites/default/files/courts/default/2024-10/santa-clara-sch1-1213.pdf,Error,0
